id,title,created_at,model
682482d5-7b10-8001-8bf4-990161546f9a,phd-fitness-0519,2025-05-14 11:47:33,unknown
681a8b7a-3638-8001-92ed-598b920b26d0,phd-fitness-0506-0517-2025,2025-05-06 22:21:46,unknown
67fcfa45-4ffc-8001-a076-7fe3be5c7a5d,phd-fitness-origin->gpt-4o,2025-04-14 12:06:29,unknown
681675f7-dde4-8001-937f-a5a3ea5ccb56,phd-workout-log-reconstruction,2025-05-03 20:00:56,unknown
680f6cf3-af18-8001-899e-6a1d0b7d584c,alric (was phd)-fitness-04-28->5-6 (borked),2025-04-28 11:56:35,unknown
681629f7-63bc-8001-98a1-620beba41f1b,phd-rehydrate-program-progress,2025-05-03 14:36:39,unknown
